Image,Vietnamese,Target word,Transcription,Example
"<img src=""lead-conversion_0.jpg"" />",khách hàng,customer,/ˈkʌstəmə/,"<div><div>a. Let's make sure all invoices sent to customers are kept in alphabetical order.</div><div>b. As part of our customer satisfaction plan, let's offer a discount to customers who&nbsp;pay their invoices within a week.</div><div><br /></div></div>"
"<img src=""paste-112094351458305.jpg"" />","giảm giá, chiết khấu",discount,/ˈdɪskaʊnt/,<div>a. We are offering a 10 percent discount to all new customers.</div><div>b. They discounted the price on the merchandise damaged in shipment.</div><div><br /></div>
"<img src=""clip-art-phoning-553315.jpg"" />","hiệu quả, có năng suất cao",efficient,/ɪˈfɪʃnt/,a. Electronic invoicing has helped us to be efficient.<div>b. The accountant was so efficient in processing the customer receipts that&nbsp;she had the job done before lunch.</div><div><br /></div>
"<img src=""paste-119881127165953.jpg"" />","ước lượng, đánh giá; sự ước lượng, sự đánh giá",estimate,/ˈestɪmeɪt/,"a. We estimated our losses this year at about five thousand dollars.<div>b.&nbsp;In the owner's estimation, the high level of customer satisfaction was an adequate&nbsp;measure of how well the company was doing.</div><div><br /></div>"
"<img src=""loan-759.jpg"" />","áp đặt, ép buộc, bắt ai phải làm gì đó; đánh (thuế...), bắt chịu;<div>thường đi với on, upon;</div>",impose,/ɪmˈpəʊz/,<div>a. The company will impose a surcharge for any items returned.</div><div>b. We should not impose upon our staff by requiring them to work on&nbsp;weekends.</div><div><br /></div>
"<img src=""paste-127165391699969.jpg"" />","<div>&nbsp;(n): lỗi, sai, nhầm; (v): phạm lỗi, phạm sai lầm; hiểu nhầm, nhầm&nbsp;lẫn;</div>",mistake,/mɪˈsteɪk/,<div><div>a. I made a mistake in adding up your bill and we overcharged you twenty dollars.</div><div>b. It was a mistake thinking that my boss would be reasonable when I explained&nbsp;situation to him.</div><div><br /></div></div>
"<img src=""gty_man_ordering_food_thg_120113_wg.jpg"" />","<div>(n): thứ tự, trật tự, thứ, bậc, loại; mệnh lệnh, nội quy, thủ tục; sự đặt hàng, đơn&nbsp;đặt hàng;</div><div>(v): ra lệnh, chỉ dẫn; đặt hàng, gọi món ăn;</div>",order,/ˈɔːdə/,"<div>a. The customer placed an order for ten new chairs.</div><div>b. We were ordered to take inventory immediately, so we could <u>account for</u>&nbsp;the missing items.</div><div><br /></div>"
"<img src=""d940f4_b2fe59598f3d410f95d0e318f567302f~mv2.jpg"" />","mau lẹ, nhanh chóng, ngay lập tức, tức thời;",promptly,/ˈprɒmptli/,<div>a. We always reply promptly to customers’ letters.</div><div>b. The new sales agent promptly offered a full refund for the damaged&nbsp;goods.</div><div><br /></div>
"<img src=""paste-143756850364419 (1).jpg"" />","chỉnh lưu; sửa lại cho đúng,&nbsp;sửa cho đúng, sửa cho ngay;<div><br /></div>",rectify,/ˈrektɪfaɪ/,"a.&nbsp;He rectified the problem by giving the customer credit for the unused items that she&nbsp;returned.<div><div>b. Embarrassed at his behavior, he rectified the situation by writing a letter&nbsp;of apology.</div></div><div><br /></div>"
"<img src=""terms-and-condition-glasses.jpg"" />","điều kiện, điều khoản; thời hạn, kỳ hạn, học kỳ, khóa học, phiên tòa",terms,/tɜːmz/,<div>a. The terms of payment were clearly listed at the bottom of the invoice.</div><div>b. The terms of the agreement required that items be fully paid for before&nbsp;they would be shipped.</div><div><br /></div>
"<img src=""3.03+Adjust+hub+cone.jpg"" />","(n): điều chỉnh, chỉnh lý, sự sửa lại cho đúng",adjustment,/əˈdʒʌst.mənt/,"a. An adjustment to the number of damaged items would help us align our&nbsp;figures.<div>b. With these adjustments to the numbers of screws and nuts, we are close&nbsp;to having an accurate count.</div><div><br /></div>"
"<img src=""BMW+automatic+gears+review.jpg"" />",(một cách) tự động,automatically,"/,ɔ:tə'mætikli/",a.The door opens automatically.<div>b.The program automatically sends an e-mail response to all messages&nbsp;while she’s out of town.</div><div><br /></div>
"<img src=""2850391_HiRes.jpg"" />","cốt yếu, chủ yếu, có tính quyết định;",crucial,/ˈkruːʃl̩/,a.Inventory is a crucial process and must be taken seriously by all staff.<div>b.Knowing how many products we have in stock is crucial to our shipping&nbsp;procedures.</div><div><br /></div>
"<img src=""Pricing-Discrepancy-everything-pr.jpg"" />","<div>sự khác nhau, trái ngược nhau; không nhất&nbsp;quán/thống nhất;</div>",discrepancy,/dɪˈskrepənsi/,"<div>a. We easily explained the discrepancy between the two counts.</div><div>b. Unless you catch the error immediately, the discrepancy gets entered into&nbsp;the computer and becomes very difficult to correct.</div><div><br /></div>"
"<img src=""paste-26792005992451.jpg"" />","<div>quấy rầy, quấy rối, làm náo động, gây náo loạn, làm ồn, làm&nbsp;phiền;</div>",disturb,/dɪˈstɜːb/,"<div>a. Let's see how many products we can count in advance of inventory so we disturb&nbsp;fewer customers.&nbsp;</div><div><div>b. I hope I'm not disturbing you, but I need to ask you to move so I can record the&nbsp;products behind you.</div><div><br /></div></div>"
"<img src=""egg-donation-contract.jpg"" />","<div>trách nhiệm, nghĩa vụ pháp lý; nguy cơ, điều gây khó khăn&nbsp;trở ngại;</div>",liability,/ˌlaɪəˈbɪlɪti/,<div>a. The store's insured liability protects against theft and damaged inventory.</div><div>b. The slippery steps were a terrible liability for the store.</div><div><br /></div>
"<img src=""paste-38899518799873.jpg"" />","<div>(sự) phản chiếu, phản xạ, phản ánh, hình ảnh; phê phán,&nbsp;nhận xét;</div>",reflection,/rɪˈflekt/,<div><div>a. She saw her reflection in the mirror.</div><div>b. The reflection in the glass made it hard for her to distinguish how many were on&nbsp;the shelf.</div><div><br /></div></div>
"<img src=""paste-42820823941121.jpg"" />","chạy, vận hành, hoạt động, thực hiện;",run,/rʌn/,"<div>a. As long as the computer is running, you can keep adding new data.</div><div>b. We’ll be running inventory next weekend, so don’t make any other plans.</div><div><br /></div>"
"<img src=""paste-47871705481219.jpg"" />","nhìn lướt, đọc lướt; quét (ra đa, đèn, hình ảnh...);",scan,/skæn/,<div>a. The computer's optical disk scanned in the price and ordering information.</div><div>b. Jasmine quickly scanned the list to see if any information was missing.</div><div><br /></div>
"<img src=""maxresdefault.jpg"" />","trừ đi, khấu trừ",subtract,/səbˈtrækt/,"<div><div>a. Once you ring up an item, the computer automatically subtracts it from the&nbsp;inventory log.</div><div>b. Whoever did the inventory forgot to subtract the items that arrived damaged and&nbsp;were never put into the stockroom.</div><div><br /></div></div>"
"<img src=""1c00898.jpg"" />","chán ngắt, tẻ nhạt, nhạt nhẽo, buồn tẻ",tedious,/ˈtiːdɪəs/,<div>a. This may be tedious work but you will be glad the inventory is accurate when you&nbsp;hit the busy holiday sales season.</div><div>b.Counting merchandise all weekend is the most tedious job I can imagine.</div><div><br /></div>
"<img src=""Property_verification_bangalore_16__3.jpg"" />","kiểm tra, thẩm tra, xác minh;",verify,/ˈverɪfaɪ/,"<div>a. I can't verify the accuracy of these numbers, since I was not present for inventory&nbsp;weekend.</div><div>b. The inventory process verifies that you have accounted for all the items that are&nbsp;supposed to be in the store.</div><div><br /></div>"
"<img src=""marriage-proposal.jpg"" />","đồng ý, chấp thuận; đảm nhận (công việc)",accept,/əkˈsept/,"a.Without hesitating, she accepted the job of teller.<div>b.The receptionist accepted the package from the courier.</div>"
"<img src=""paste-15058155339777.jpg"" />",Số dư tài khoản; cân bằng/quyết toán tài khoản,balance,/ˈbæləns/,<div>a. His healthy bank balance showed a long habit of savings.</div><div>b. It took him over an hour to balance his checkbook.</div>
"<img src=""paste-20345260081155.jpg"" />","vay, mượn",borrow,/ˈbɒrəʊ/,a. Could I borrow your bike until next week?<div>b. The couple borrowed money from the bank to buy a home.</div><div><br /></div>
"<img src=""paste-12889196855297.jpg"" />","thận trọng, cẩn thận",cautiously,/ˈkɔːʃəsli/,a.Act cautiously when signing contracts and read them thoroughly first.<div>b.The bank manager spoke cautiously when giving out information to people she did not know.</div><div><br /></div>
"<img src=""istock_000016608811medium.jpg"" />",khấu trừ,deduct,/dɪˈdʌkt/,a. Homeowners can deduct the interest they pay on their mortgages.<div>b. The company deducts $31.93 each week from my salary for health insurance.</div><div><br /></div>
"<img src=""Gold-Or-Stocks-680x365.jpg"" />","Tiền lãi cổ phần, cổ tức;",dividend,/ˈdɪvɪdend/,a. The dividend was calculated and distributed to the group.<div>b. The stockholders were outraged when their quarterly dividends were so small.</div><div><br /></div>
"<img src=""down_payment.jpg"" />","tiền đặt cọc; tiền trả trước một phần, sự trả trước một phần;&nbsp;",down payment,/daʊn ˈpeɪmənt/,"a. By making a large down payment, the couple saved a great deal in mortgage interest.<div>b. The most important risk factor at the time the loan is made is the size of the down payment.</div><div><br /></div>"
"<img src=""mortgage-brokersjpg_1380643440871.jpg"" />","cầm cố, thế chấp; tiền thế chấp, khoản thế chấp",mortgage,/ˈmɔːɡɪdʒ/,"a. Hiram mortgaged his home to get extra money to invest in his business.<div>b. Due to low interest rates, Sheila moved quickly to find a good deal on a mortgage.</div><div><br /></div>"
"<img src=""P4359.png"" />","bị hạn chế, bị giới hạn",restricted,/rɪˈstrɪk.tɪd/,a. Job opportunities are severely restricted at the moment.<div>b. Access to the safe deposit box cis restricted to key holders.</div><div><br /></div>
"<img src=""Jared-Angaza-Signature.jpg"" />",chữ ký,signature,/ˈsɪɡnətʃə/,"<div>a. Once we have your signature, the contract will be complete.</div><div>b. The customer’s signature was kept on file for identification purposes.</div><div><br /></div>"
"<img src=""boy-books.gif"" />","rút ra, lấy ra",take out,/teɪk aʊt/,a. They took out the chairs in the bank lobby so now there is no place to sit.<div>b. My checking account allows me to take out money at any bank branch without a fee.</div><div><br /></div>
"<img src=""Transaction-monitoring-is-it-a-necessity.jpg"" />",sự giao dịch; hành động giao dịch;,transaction,/trænˈzækʃn̩/,<div>a. Banking transactions will appear on your monthly statement.</div><div>b. The most common transactions can be made from your personal computer.</div><div><br /></div>
"<img src=""nhung-van-de-can-luu-y-khi-lap-bao-cao-tai-chinh.jpg"" />",kế toán,accounting,/əˈkaʊntɪŋ/,<div>a. Good accounting is needed in all businesses.</div><div>b. Accounting for expenses is time-consuming</div>
"<img src=""paste-18932215840769.jpg"" />","tích lũy, chất đống, chồng chất; làm giàu, tích của;",accumulate,/əˈkjuːmjəleɪt/,<div><div>a. They have accumulated more than enough information.</div><div>b. The bills started to accumulate after the secretary quit.</div></div>
"<img src=""Tài-sản-cố-định-2.jpg"" />","tài sản, vốn quý;",asset,/ˈæset/,<div>a. The company’s assets are worth millions of dollars.</div><div>b. A sophisticated accounting system is an asset to a company.</div><div><br /></div>
"<img src=""fornsic_audit_2_ttdh_1380643440871.jpg"" />","kiểm toán, báo cáo kiểm toán",audit,/ˈɔːdɪt/,<div>a. No one looks forward to an audit by the government.</div><div>b. The independent accountants audited the company's books.</div><div><br /></div>
"<img src=""d0f10314bf1f06534336ff38ff5d3e0a_3c179.jpg"" />","ngân quỹ, ngân sách; dự toán, tiêu tốn, dự thảo ngân sách;",budget,/ˈbʌdʒət/,a.Local agencies were forced to cut their budgets by 50%.&nbsp;<div>b.The company will have to budget more money for this department next&nbsp;year.</div><div><br /></div>
"<img src=""Scaling-up-bookkeeping-entrepreneurship-success.jpg"" />","Sự tăng cường, xây dựng dần lên; tăng lên, nâng cao",build up,/bɪld ʌp/,"<div>a. The firm has built up a solid reputation for itself.</div><div>b. Be careful, your inventory of parts is building up.</div><div><br /></div>"
"<img src=""client_with_an_abc_employee_making_a_deal1.jpg"" />",khách hàng,client,/ˈklaɪənt/,"<div>a. We must provide excellent services for our clients, otherwise we will lose&nbsp;them to our competition.</div><div>b. Maintaining close contact with clients keeps the account managers aware&nbsp;of changing needs.</div><div><br /></div>"
"<img src=""150408-billsdebt-stock.jpg"" />",khoản nợ,debt,/det/,a. The banks are worried about your increasing debt.<div>b. The company has been very careful and is slowly digging itself out of&nbsp;debt.</div><div><br /></div>
